Cluster ID,,title,total_price,condition,details,num_images,canonical_,canonical_total_price,canonical_title,canonical_num_images,canonical_details,canonical_condition,confidence_score
12,40," Albert Odyssey: Legend of Eldean Group Disc (Sega Saturn, 1997) Complete!!!  ",115.95,  Like New ,"              Albert Odyssey: Legend of Eldean was originally released for the Super Nintendo system in Japan. It contains a menu-driven combat system that is turn-based. You control Pike and the other four members of his party. Pike is a young orphan who was raised by harpies. During the first ten years of his life all he has ever known is the peaceful ways of the forest. Now, seemingly from nowhere, monsters have begun attacking humans and violence has erupted in this magical land. When Pike's village is attacked he and his adopted sister, Laia, are turned to stone. Cirrus, a magical sword once held by his father, is able to rescue Pike but not Laia. Pike must embark on a quest in order to find a way to free his sister from stone. ",2,116,116.45,"albert odyssey: legend of eldean (sega saturn, 1997)",3,"albert odyssey: legend of eldean was originally released for the super nintendo system in japan. it contains a menu-driven combat system that is turn-based. you control pike and the other four members of his party. pike is a young orphan who was raised by harpies. during the first ten years of his life all he has ever known is the peaceful ways of the forest. now, seemingly from nowhere, monsters have begun attacking humans and violence has erupted in this magical land. when pike's village is attacked he and his adopted sister, laia, are turned to stone. cirrus, a magical sword once held by his father, is able to rescue pike but not laia. pike must embark on a quest in order to find a way to free his sister from stone.",good,0.19076380019208861
19,41, +++ SONIC JAM 4 GAMES IN 1 Sega Saturn Game COMPLETE CIB +++  ,86.45,  Very Good ,"              Sonic Jam is a compilation of Sega's famous hedgehog's hits. The CD includes the full versions of Sonic the Hedgehog, Sonic the Hedgehog 2, Sonic the Hedgehog 3, and Sonic &amp; Knuckles -- along with a 3D museum full of artwork, videos, and other Sega memorabilia. <br><br>The original titles' platform gameplay remains intact, with plenty of running, jumping, and Super Sonic Spin-dashing against the evil Doctor Robotnik. Doctor Robotnik is the mad scientist who enjoys unleashing his mechanical creations on Sonic's Disney-esque island paradise. <br><br>New difficulty levels have been added; younger players can adopt an easy mode, while more experienced Sonic fans can go up against ultra-difficult renditions of the Sonic classics. Get ready for an attitude-packed trip down memory lane with Sonic Jam. ",3,,,,,,,
7,42, [Complete] SONIC JAM Sega Saturn Game 1997 CIB Case Manual  ,76.44,  Good ,,2,20,96.44,"sonic jam (sega saturn, 1997)",2,"sonic jam is a compilation of sega's famous hedgehog's hits. the cd includes the full versions of sonic the hedgehog, sonic the hedgehog 2, sonic the hedgehog 3, and sonic &amp; knuckles -- along with a 3d museum full of artwork, videos, and other sega memorabilia. <br><br>the original titles' platform gameplay remains intact, with plenty of running, jumping, and super sonic spin-dashing against the evil doctor robotnik. doctor robotnik is the mad scientist who enjoys unleashing his mechanical creations on sonic's disney-esque island paradise. <br><br>new difficulty levels have been added; younger players can adopt an easy mode, while more experienced sonic fans can go up against ultra-difficult renditions of the sonic classics. get ready for an attitude-packed trip down memory lane with sonic jam.",good,0.25039289690449329
6,43," Guardian Heroes (Sega Saturn, 1996)  ",67.45,  Acceptable ,"              Guardian Heroes is fantasy-themed action title in the spirit of Sega's hack-and-slash Golden Axe arcade game. Choose from four initially playable characters, each proficient in a different combat style, before mastering the assortment of combos and magic-based attacks needed to defeat your enemies. Your character can also move across each side-scrolling area's three planes (foreground, background, and middle) to avoid taking damage.<br><br>Defeating enemies in creative ways earns your character experience points to customize one of six attributes: strength, vitality, intelligence, mentality, agility, and luck. The story mode is notable for featuring more than 50 possible paths, introducing different encounters that will influence the game's ending. Guardian Heroes includes two-player co-op support as well as a competitive multiplayer mode for up to six players. ",2,3,81.45,guardian heroes sega saturn complete,2,"guardian heroes is fantasy-themed action title in the spirit of sega's hack-and-slash golden axe arcade game. choose from four initially playable characters, each proficient in a different combat style, before mastering the assortment of combos and magic-based attacks needed to defeat your enemies. your character can also move across each side-scrolling area's three planes (foreground, background, and middle) to avoid taking damage.<br><br>defeating enemies in creative ways earns your character experience points to customize one of six attributes: strength, vitality, intelligence, mentality, agility, and luck. the story mode is notable for featuring more than 50 possible paths, introducing different encounters that will influence the game's ending. guardian heroes includes two-player co-op support as well as a competitive multiplayer mode for up to six players.",good,0.28212948051914744
3,44, Panzer Dragoon Saga  ,326.45,  Very Good ,,1,110,31.45,panzer dragoon saga,4,"sega's popular dragon shooter series continues with a four-cd adventure for the ages. blending time-tested panzer action with some of the most impressive graphics and gameplay the saturn has ever seen, this installment is packed with mysteries and puzzles. hop on board your morphing dragon and get ready to travel through some the most darkly beautiful terrain ever. you'll encounter some pretty interesting characters, some friends, some foes, as you try to solve an age-old mystery. one of the most in-depth role-playing games ever created, panzer dragon saga is a lushly detailed masterpiece for gamers of all skill levels. released in japan under the title azel: panzer dragoon rpg",very good,0.1376295513209661
5,45," Burning Rangers (Sega Saturn, 1998)  ",106.44,  Good ,"              When enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the Burning Rangers! As the last Saturn project from Sega's Sonic Team, Burning Rangers is a 3D platform shooter that combines exploration with rescue action. It contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>Choose between two futuristic firefighters, the powerful Shou Amabane or the graceful Tillis. Then jump into the heat armed with a fire-extinguishing cannon. As you make your way through the ruined complexes, you will find civilians who need rescuing. In order to send the civilians back to safety you will need to collect enough energy crystals. ",3,19,196.45,"burning rangers (sega saturn, 1998)",3,"when enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the burning rangers! as the last saturn project from sega's sonic team, burning rangers is a 3d platform shooter that combines exploration with rescue action. it contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>choose between two futuristic firefighters, the powerful shou amabane or the graceful tillis. then jump into the heat armed with a fire-extinguishing cannon. as you make your way through the ruined complexes, you will find civilians who need rescuing. in order to send the civilians back to safety you will need to collect enough energy crystals.",very good,0.3063976953797044
4,46," Mega Man X4 (Sega Saturn, 1997) RARE! Complete!  ",141.95,  Very Good ,"              In Mega Man X4, under the command of Sigma, General and Colonel have encouraged Repliforce to riot. Repliforce is on a rampage and are destroying Maverick Hunter establishments. Their overall plan is to eliminate the human race by building a weapon of mass destruction and using it to blow up Earth.<br><br>The major difference in this game from previous installments of the series is that you can play as either Mega Man X or Zero for the complete game. Differences when playing with each character include sidekicks, dialogue, and slight story changes. Gameplay is also different as Mega Man X can shoot enemies from a distance while Zero uses a sword and must fight at close range. ",4,2,41.45,mega man x4 saturn,2,"in mega man x4, under the command of sigma, general and colonel have encouraged repliforce to riot. repliforce is on a rampage and are destroying maverick hunter establishments. their overall plan is to eliminate the human race by building a weapon of mass destruction and using it to blow up earth.<br><br>the major difference in this game from previous installments of the series is that you can play as either mega man x or zero for the complete game. differences when playing with each character include sidekicks, dialogue, and slight story changes. gameplay is also different as mega man x can shoot enemies from a distance while zero uses a sword and must fight at close range.",very good,0.25430449251218123
9,47, Sega Saturn SS Japanese Console G0329  ,56.44,  Used ,,2,12,26.44,sega saturn jntsc,12,"dr. robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. determined yet again to collect the chaos emeralds and gain absolute power (over what, we're never exactly sure), the man with the mean bean machine has sent out his robo-cronies to kidnap the birdlike flickies and invade flicky island in search of all six chaos emeralds. poor sonic. why can't anyone else play the hero for once?<br><br>the gameplay is familiar, but the settings are completely new. sonic 3d blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>rescue the flickies from the grasps of each of robotnik's mechanized bad guys, and set them free at the end of each level. also, keep an eye out for tails, who'll offer you a round trip ticket to the bonus rounds where sonic must collect enough rings to earn each emerald.<br><br>claim each section of flicky island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving dr. robotnik.<br><br>sonic 3d blast for saturn features two separate endings, each displayed in full motion video. there is no save feature in sonic 3d blast.",used,0.24558597733755261
4,48," Mega Man X4 (Sega Saturn, 1997) complete CIB  ",146.44,  Very Good ,,3,2,41.45,mega man x4 saturn,2,"in mega man x4, under the command of sigma, general and colonel have encouraged repliforce to riot. repliforce is on a rampage and are destroying maverick hunter establishments. their overall plan is to eliminate the human race by building a weapon of mass destruction and using it to blow up earth.<br><br>the major difference in this game from previous installments of the series is that you can play as either mega man x or zero for the complete game. differences when playing with each character include sidekicks, dialogue, and slight story changes. gameplay is also different as mega man x can shoot enemies from a distance while zero uses a sword and must fight at close range.",very good,0.25430449251218123
8,49,"   Ultimate Mortal Kombat 3  Sega Saturn, 1996 ",22.0,  Very Good ,"              Ultimate Mortal Kombat 3 for the Sega Saturn continues the blood filled fighting game series. In this installment of the Shaolin Tournament, you pick one of 19 fighters in an effort to either save humankind or obliterate it. Along with the instantly available fighters there are also two bosses. Characters from all of the previous Mortal Kombat games are included, such as: Raiden, Sub-Zero, Liu Kang, Scorpion, Sonya, Johnny Cage, and Kano. They all have new combos, fatalities, and animalities. Many of the same backgrounds are here as well as four new ones. Plus, there is an eight fighter tournament mode. ",1,152,16.45,"ultimate mortal kombat 3 (sega saturn, 1996)",1,"ultimate mortal kombat 3 for the sega saturn continues the blood filled fighting game series. in this installment of the shaolin tournament, you pick one of 19 fighters in an effort to either save humankind or obliterate it. along with the instantly available fighters there are also two bosses. characters from all of the previous mortal kombat games are included, such as: raiden, sub-zero, liu kang, scorpion, sonya, johnny cage, and kano. they all have new combos, fatalities, and animalities. many of the same backgrounds are here as well as four new ones. plus, there is an eight fighter tournament mode.",very good,0.34379942105726535
20,50,   Sega Saturn Sonic Jam - BRAND NEW FACTORY SEALED  ,136.4,  Brand New ,"              Sonic Jam is a compilation of Sega's famous hedgehog's hits. The CD includes the full versions of Sonic the Hedgehog, Sonic the Hedgehog 2, Sonic the Hedgehog 3, and Sonic &amp; Knuckles -- along with a 3D museum full of artwork, videos, and other Sega memorabilia. <br><br>The original titles' platform gameplay remains intact, with plenty of running, jumping, and Super Sonic Spin-dashing against the evil Doctor Robotnik. Doctor Robotnik is the mad scientist who enjoys unleashing his mechanical creations on Sonic's Disney-esque island paradise. <br><br>New difficulty levels have been added; younger players can adopt an easy mode, while more experienced Sonic fans can go up against ultra-difficult renditions of the Sonic classics. Get ready for an attitude-packed trip down memory lane with Sonic Jam. ",6,,,,,,,
3,51,"   Panzer Dragoon (Sega Saturn, 1995) COMPLETE, Very Good Condition! ",51.4,  Very Good ,"              After your countryland was destroyed by a giant airship from beyond, the only thing left to do is hop on the back of a renegade dragon and shoot your way to vengeance. Boasting a wide variety of explorable environments, Panzer Dragoon transports you through ancient ruins, dark and eerie caves, and surreal landscapes. The music should be as awe-inspiring as the surroundings as several tracks were performed by the Israeli Symphony Orchestra.<br><br>Action can be viewed from three different perspectives: first-person, a third-person large view of the dragon, and a third-person small view of the dragon. Players will fend off enemies with 360 degrees of aiming ability. Hold down the fire button to ""lock on"" to multiple enemies, then release the key to let loose a display of guided dragonfire. Panzer Dragoon uses a 3D graphics engine and features art direction similar to the works of Moebius. ",3,110,31.45,panzer dragoon saga,4,"sega's popular dragon shooter series continues with a four-cd adventure for the ages. blending time-tested panzer action with some of the most impressive graphics and gameplay the saturn has ever seen, this installment is packed with mysteries and puzzles. hop on board your morphing dragon and get ready to travel through some the most darkly beautiful terrain ever. you'll encounter some pretty interesting characters, some friends, some foes, as you try to solve an age-old mystery. one of the most in-depth role-playing games ever created, panzer dragon saga is a lushly detailed masterpiece for gamers of all skill levels. released in japan under the title azel: panzer dragoon rpg",very good,0.1376295513209661
9,52, Sega Saturn Burning Rangers Disc And Back Cover Only Very Rare  ,63.99,  Acceptable ,"              When enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the Burning Rangers! As the last Saturn project from Sega's Sonic Team, Burning Rangers is a 3D platform shooter that combines exploration with rescue action. It contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>Choose between two futuristic firefighters, the powerful Shou Amabane or the graceful Tillis. Then jump into the heat armed with a fire-extinguishing cannon. As you make your way through the ruined complexes, you will find civilians who need rescuing. In order to send the civilians back to safety you will need to collect enough energy crystals. ",2,12,26.44,sega saturn jntsc,12,"dr. robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. determined yet again to collect the chaos emeralds and gain absolute power (over what, we're never exactly sure), the man with the mean bean machine has sent out his robo-cronies to kidnap the birdlike flickies and invade flicky island in search of all six chaos emeralds. poor sonic. why can't anyone else play the hero for once?<br><br>the gameplay is familiar, but the settings are completely new. sonic 3d blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>rescue the flickies from the grasps of each of robotnik's mechanized bad guys, and set them free at the end of each level. also, keep an eye out for tails, who'll offer you a round trip ticket to the bonus rounds where sonic must collect enough rings to earn each emerald.<br><br>claim each section of flicky island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving dr. robotnik.<br><br>sonic 3d blast for saturn features two separate endings, each displayed in full motion video. there is no save feature in sonic 3d blast.",used,0.24558597733755261
1,53, Japanese Sega Saturn Whte Console Tested Japan Import System HST3220 [B/Good]  ,74.44,  Used ," Classic and ready for fun, this white Sega Saturn White Plug&amp;Play TV Game is a good choice for powering blood-pumping video game excitement.  You can duck missiles and ski down slopes for hours because this Sega video game system has fun and ergonomic controls. This video game system is able to suit a wide range of gaming tastes, which enables you to play a multitude of educational, conquest, and action game titles. With the dedicated graphical memory capacity featured on the Sega Saturn White Plug&amp;Play TV Game, you can appreciate outstanding visual images. Each game session is lifelike and realistic using the advanced CPU included with this Sega video game system. This video game system is attractive and proportioned, allowing you to make use of it in a family room, basement, or home theater. With the more than adequate on-board game storage included on the Sega Saturn White Plug&amp;Play TV Game, you can keep all your game settings. Plus, you can take advantage of enhanced gaming performance since this Sega video game system has generous internal RAM. This video game system makes it easy for you to immerse yourself in the clear gaming soundscapes on your own television thanks to its TV audio connector. ",8,200,70.44,japanese sega saturn console japan import system grey tested us seller [b/good],11,"classic and ready for fun, this white sega saturn white plug&amp;play tv game is a good choice for powering blood-pumping video game excitement. you can duck missiles and ski down slopes for hours because this sega video game system has fun and ergonomic controls. this video game system is able to suit a wide range of gaming tastes, which enables you to play a multitude of educational, conquest, and action game titles. with the dedicated graphical memory capacity featured on the sega saturn white plug&amp;play tv game, you can appreciate outstanding visual images. each game session is lifelike and realistic using the advanced cpu included with this sega video game system. this video game system is attractive and proportioned, allowing you to make use of it in a family room, basement, or home theater. with the more than adequate on-board game storage included on the sega saturn white plug&amp;play tv game, you can keep all your game settings. plus, you can take advantage of enhanced gaming performance since this sega video game system has generous internal ram. this video game system makes it easy for you to immerse yourself in the clear gaming soundscapes on your own television thanks to its tv audio connector.",used,0.237257
21,54, Shining Force 3 US version extremely RARE!  ,115.0,  Very Good ,,1,,,,,,,
8,55," Ultimate Mortal Kombat 3 (Sega Saturn) Rare, Complete and Tested  ",19.95,  Very Good ,"              Ultimate Mortal Kombat 3 for the Sega Saturn continues the blood filled fighting game series. In this installment of the Shaolin Tournament, you pick one of 19 fighters in an effort to either save humankind or obliterate it. Along with the instantly available fighters there are also two bosses. Characters from all of the previous Mortal Kombat games are included, such as: Raiden, Sub-Zero, Liu Kang, Scorpion, Sonya, Johnny Cage, and Kano. They all have new combos, fatalities, and animalities. Many of the same backgrounds are here as well as four new ones. Plus, there is an eight fighter tournament mode. ",5,152,16.45,"ultimate mortal kombat 3 (sega saturn, 1996)",1,"ultimate mortal kombat 3 for the sega saturn continues the blood filled fighting game series. in this installment of the shaolin tournament, you pick one of 19 fighters in an effort to either save humankind or obliterate it. along with the instantly available fighters there are also two bosses. characters from all of the previous mortal kombat games are included, such as: raiden, sub-zero, liu kang, scorpion, sonya, johnny cage, and kano. they all have new combos, fatalities, and animalities. many of the same backgrounds are here as well as four new ones. plus, there is an eight fighter tournament mode.",very good,0.34379942105726535
9,56, Sonic 3D Blast Sega Saturn COMPLETE  ,25.44,  Very Good ,"              Dr. Robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. Determined yet again to collect the Chaos Emeralds and gain absolute power (over what, we're never exactly sure), The man with the Mean Bean Machine has sent out his robo-cronies to kidnap the birdlike Flickies and invade Flicky Island in search of all six Chaos Emeralds. Poor Sonic. Why can't anyone else play the hero for once?<br><br>The gameplay is familiar, but the settings are completely new. Sonic 3D Blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>Rescue the Flickies from the grasps of each of Robotnik's mechanized bad guys, and set them free at the end of each level. Also, keep an eye out for Tails, who'll offer you a round trip ticket to the bonus rounds where Sonic must collect enough rings to earn each emerald.<br><br>Claim each section of Flicky Island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving Dr. Robotnik.<br><br>Sonic 3D Blast for Saturn features two separate endings, each displayed in full motion video. There is no save feature in Sonic 3D Blast. ",5,12,26.44,sega saturn jntsc,12,"dr. robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. determined yet again to collect the chaos emeralds and gain absolute power (over what, we're never exactly sure), the man with the mean bean machine has sent out his robo-cronies to kidnap the birdlike flickies and invade flicky island in search of all six chaos emeralds. poor sonic. why can't anyone else play the hero for once?<br><br>the gameplay is familiar, but the settings are completely new. sonic 3d blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>rescue the flickies from the grasps of each of robotnik's mechanized bad guys, and set them free at the end of each level. also, keep an eye out for tails, who'll offer you a round trip ticket to the bonus rounds where sonic must collect enough rings to earn each emerald.<br><br>claim each section of flicky island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving dr. robotnik.<br><br>sonic 3d blast for saturn features two separate endings, each displayed in full motion video. there is no save feature in sonic 3d blast.",used,0.24558597733755261
9,57,   Sega Saturn Console - Sonic 3D Blast - AV - And 3 Controllers Tested And WORKING ,44.45,  Used ,,12,12,26.44,sega saturn jntsc,12,"dr. robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. determined yet again to collect the chaos emeralds and gain absolute power (over what, we're never exactly sure), the man with the mean bean machine has sent out his robo-cronies to kidnap the birdlike flickies and invade flicky island in search of all six chaos emeralds. poor sonic. why can't anyone else play the hero for once?<br><br>the gameplay is familiar, but the settings are completely new. sonic 3d blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>rescue the flickies from the grasps of each of robotnik's mechanized bad guys, and set them free at the end of each level. also, keep an eye out for tails, who'll offer you a round trip ticket to the bonus rounds where sonic must collect enough rings to earn each emerald.<br><br>claim each section of flicky island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving dr. robotnik.<br><br>sonic 3d blast for saturn features two separate endings, each displayed in full motion video. there is no save feature in sonic 3d blast.",used,0.24558597733755261
5,58, Burning Rangers - Sega Saturn NTSC Complete  ,176.45,  Good ,"              When enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the Burning Rangers! As the last Saturn project from Sega's Sonic Team, Burning Rangers is a 3D platform shooter that combines exploration with rescue action. It contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>Choose between two futuristic firefighters, the powerful Shou Amabane or the graceful Tillis. Then jump into the heat armed with a fire-extinguishing cannon. As you make your way through the ruined complexes, you will find civilians who need rescuing. In order to send the civilians back to safety you will need to collect enough energy crystals. ",11,19,196.45,"burning rangers (sega saturn, 1998)",3,"when enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the burning rangers! as the last saturn project from sega's sonic team, burning rangers is a 3d platform shooter that combines exploration with rescue action. it contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>choose between two futuristic firefighters, the powerful shou amabane or the graceful tillis. then jump into the heat armed with a fire-extinguishing cannon. as you make your way through the ruined complexes, you will find civilians who need rescuing. in order to send the civilians back to safety you will need to collect enough energy crystals.",very good,0.3063976953797044
5,59, Burning Rangers Sega Saturn Complete in box CIB USA version  ,164.44,  Very Good ,"              When enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the Burning Rangers! As the last Saturn project from Sega's Sonic Team, Burning Rangers is a 3D platform shooter that combines exploration with rescue action. It contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>Choose between two futuristic firefighters, the powerful Shou Amabane or the graceful Tillis. Then jump into the heat armed with a fire-extinguishing cannon. As you make your way through the ruined complexes, you will find civilians who need rescuing. In order to send the civilians back to safety you will need to collect enough energy crystals. ",3,19,196.45,"burning rangers (sega saturn, 1998)",3,"when enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the burning rangers! as the last saturn project from sega's sonic team, burning rangers is a 3d platform shooter that combines exploration with rescue action. it contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>choose between two futuristic firefighters, the powerful shou amabane or the graceful tillis. then jump into the heat armed with a fire-extinguishing cannon. as you make your way through the ruined complexes, you will find civilians who need rescuing. in order to send the civilians back to safety you will need to collect enough energy crystals.",very good,0.3063976953797044
22,60,   Sega Saturn White Console System No Box No Yellowed Very Good Japan SS ,99.99,  Used ,,10,,,,,,,
23,61,   Saturn Ultimate Mortal Kombat 3 III NTSC Disc ONLY 50119 ,15.35,  Good ,"              Ultimate Mortal Kombat 3 for the Sega Saturn continues the blood filled fighting game series. In this installment of the Shaolin Tournament, you pick one of 19 fighters in an effort to either save humankind or obliterate it. Along with the instantly available fighters there are also two bosses. Characters from all of the previous Mortal Kombat games are included, such as: Raiden, Sub-Zero, Liu Kang, Scorpion, Sonya, Johnny Cage, and Kano. They all have new combos, fatalities, and animalities. Many of the same backgrounds are here as well as four new ones. Plus, there is an eight fighter tournament mode. ",0,,,,,,,
10,62, Shining The Holy Ark Sega Saturn  ,76.45,  Good ,,5,6,76.45,shining the holy ark sega saturn,2,"the kingdom of enrich, in times past, was a prosperous realm, much wealth was being obtained from the desire mine. sadly, this land is now only known as a cursed land. while the kingdom was wealthy at one time, it attracted many shadowy types from neighboring lands and released ancient magics, long since dormant. roads into the land are now patrolled by the castle guard, along with the evils of the land. it is a land unsafe for all.<br><br>a number of days ago, the king summoned the mercenary arthur. travelling with arthur are forte the magician and melody, forte's apprentice. they have been hired to seek out the renegade ninja rodi. rodi is believed to be somewhere in the desire mountain range, possibly in the deserted desire mine.<br><br>you play the role of arthur and begin the game by following the king's bidding in finding the renegade ninja. are you prepared for the threads of destiny to be unraveled? play through numerous dungeons, caves, and forests, and prepare to battle every inch of the way in this first-person rpg.",good,0.14873652475650989
5,63," Burning Rangers Complete NTSC Copy (Sega Saturn, 1998)  ",196.45,  Very Good ,"              When enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the Burning Rangers! As the last Saturn project from Sega's Sonic Team, Burning Rangers is a 3D platform shooter that combines exploration with rescue action. It contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>Choose between two futuristic firefighters, the powerful Shou Amabane or the graceful Tillis. Then jump into the heat armed with a fire-extinguishing cannon. As you make your way through the ruined complexes, you will find civilians who need rescuing. In order to send the civilians back to safety you will need to collect enough energy crystals. ",3,19,196.45,"burning rangers (sega saturn, 1998)",3,"when enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the burning rangers! as the last saturn project from sega's sonic team, burning rangers is a 3d platform shooter that combines exploration with rescue action. it contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>choose between two futuristic firefighters, the powerful shou amabane or the graceful tillis. then jump into the heat armed with a fire-extinguishing cannon. as you make your way through the ruined complexes, you will find civilians who need rescuing. in order to send the civilians back to safety you will need to collect enough energy crystals.",very good,0.3063976953797044
9,64, Sega Saturn Black Console (NTSC)  ,56.44,  Used ," Get back to classic video gaming with the Sega Saturn console. Dual processors and a full-color display bring a classic gaming console to life, making for quick gameplay and visuals that can be enjoyed by up to two players thanks to the dual controller ports. The Sega Saturn console was the first to accept both CDs and cartridges, giving gamers a wide selection of play possibilities. There are more than 245 games available on the classic Sega gaming console, which has its own internal memory storage and specialized memory cartridges for additional storage. Named by IGN as one of the 25 best gaming consoles of all time, the Sega Saturn console is shaped in a simple rectangle that fits onto any shelf. Place games into the Sega gaming console by lifting the top lid and inserting them directly inside. The Sega Saturn helped shape video gaming, and remains one of the best systems ever produced. A classic gaming console never goes out of style. ",1,12,26.44,sega saturn jntsc,12,"dr. robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. determined yet again to collect the chaos emeralds and gain absolute power (over what, we're never exactly sure), the man with the mean bean machine has sent out his robo-cronies to kidnap the birdlike flickies and invade flicky island in search of all six chaos emeralds. poor sonic. why can't anyone else play the hero for once?<br><br>the gameplay is familiar, but the settings are completely new. sonic 3d blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>rescue the flickies from the grasps of each of robotnik's mechanized bad guys, and set them free at the end of each level. also, keep an eye out for tails, who'll offer you a round trip ticket to the bonus rounds where sonic must collect enough rings to earn each emerald.<br><br>claim each section of flicky island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving dr. robotnik.<br><br>sonic 3d blast for saturn features two separate endings, each displayed in full motion video. there is no save feature in sonic 3d blast.",used,0.24558597733755261
8,65, ULTIMATE MORTAL KOMBAT 3 - sega saturn complete cib  ,37.45,  Good ,"              Ultimate Mortal Kombat 3 for the Sega Saturn continues the blood filled fighting game series. In this installment of the Shaolin Tournament, you pick one of 19 fighters in an effort to either save humankind or obliterate it. Along with the instantly available fighters there are also two bosses. Characters from all of the previous Mortal Kombat games are included, such as: Raiden, Sub-Zero, Liu Kang, Scorpion, Sonya, Johnny Cage, and Kano. They all have new combos, fatalities, and animalities. Many of the same backgrounds are here as well as four new ones. Plus, there is an eight fighter tournament mode. ",1,152,16.45,"ultimate mortal kombat 3 (sega saturn, 1996)",1,"ultimate mortal kombat 3 for the sega saturn continues the blood filled fighting game series. in this installment of the shaolin tournament, you pick one of 19 fighters in an effort to either save humankind or obliterate it. along with the instantly available fighters there are also two bosses. characters from all of the previous mortal kombat games are included, such as: raiden, sub-zero, liu kang, scorpion, sonya, johnny cage, and kano. they all have new combos, fatalities, and animalities. many of the same backgrounds are here as well as four new ones. plus, there is an eight fighter tournament mode.",very good,0.34379942105726535
3,66, Panzer Dragoon Saga (Sega Saturn Game) - Near Mint Condition  ,341.95,  Very Good ,"              SEGA's popular dragon shooter series continues with a four-CD adventure for the ages. Blending time-tested Panzer action with some of the most impressive graphics and gameplay the Saturn has ever seen, this installment is packed with mysteries and puzzles. Hop on board your morphing dragon and get ready to travel through some the most darkly beautiful terrain ever. You'll encounter some pretty interesting characters, some friends, some foes, as you try to solve an age-old mystery. One of the most in-depth role-playing games ever created, Panzer Dragon Saga is a lushly detailed masterpiece for gamers of all skill levels. Released in Japan under the title Azel: Panzer Dragoon RPG ",6,110,31.45,panzer dragoon saga,4,"sega's popular dragon shooter series continues with a four-cd adventure for the ages. blending time-tested panzer action with some of the most impressive graphics and gameplay the saturn has ever seen, this installment is packed with mysteries and puzzles. hop on board your morphing dragon and get ready to travel through some the most darkly beautiful terrain ever. you'll encounter some pretty interesting characters, some friends, some foes, as you try to solve an age-old mystery. one of the most in-depth role-playing games ever created, panzer dragon saga is a lushly detailed masterpiece for gamers of all skill levels. released in japan under the title azel: panzer dragoon rpg",very good,0.1376295513209661
